Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,200907/0000,-6.11,106.65,8,4.54,1.49,0.64,207.6,14.6,16.2,20.3,36.5,83.69,193.1,-74.24,-29.09,294.08,292.65,677.6,840.14,10.46,24.13,292.63,917.51,346.31,299.93,15.81,5764.0,38.82,2020-09-07,00,2020-09-07 00:00:00,2020,9,7,0,0,0,0
WIII,96749,200908/0000,-6.11,106.65,8,3.49,2.3,1.73,213.41,19.5,17.5,20.3,37.8,45.19,67.33,-67.28,-56.72,454.46,445.6,820.97,828.34,4.38,6.53,291.42,906.49,343.15,299.73,14.82,5776.0,41.38,2020-09-08,00,2020-09-08 00:00:00,2020,9,8,0,0,0,0
WIII,96749,200909/0000,-6.11,106.65,8,2.21,1.59,1.07,231.2,26.1,18.5,21.5,40.0,38.9,49.7,-172.24,-125.69,394.9,394.54,589.6,601.98,4.59,5.87,290.95,893.09,343.42,300.52,14.61,5777.0,51.18,2020-09-09,00,2020-09-09 00:00:00,2020,9,9,0,0,0,0
WIII,96749,200910/0000,-6.11,106.65,8,1.84,0.73,0.26,227.2,30.8,18.6,21.7,40.3,116.2,183.39,-80.16,-58.81,274.27,272.58,766.1,786.71,9.06,14.29,292.7,916.46,346.74,300.1,15.9,5768.0,52.64,2020-09-10,00,2020-09-10 00:00:00,2020,9,10,0,0,0,1
WIII,96749,200911/0000,-6.11,106.65,8,3.04,0.67,-0.04,192.6,28.4,17.4,22.1,39.5,58.93,110.7,-76.59,-59.02,376.13,370.9,810.07,820.58,5.72,10.74,292.34,916.19,345.31,299.76,15.56,5772.0,44.84,2020-09-11,00,2020-09-11 00:00:00,2020,9,11,0,0,0,0
WIII,96749,200912/0000,-6.11,106.65,8,4.33,0.64,-0.08,183.19,15.8,16.4,20.7,37.1,122.7,293.86,-38.06,-23.43,238.78,239.36,833.3,861.25,12.43,29.76,293.4,929.96,347.54,299.57,16.38,5779.0,40.87,2020-09-12,00,2020-09-12 00:00:00,2020,9,12,0,0,0,0
WIII,96749,200913/0000,-6.11,106.65,8,1.99,0.24,-0.44,192.41,26.1,18.9,21.9,40.8,136.33,240.23,-88.64,-71.19,347.08,345.47,820.52,833.39,23.62,41.61,292.66,927.0,344.89,299.09,15.69,5762.0,41.73,2020-09-13,00,2020-09-13 00:00:00,2020,9,13,0,0,0,0
WIII,96749,200914/0000,-6.11,106.65,8,2.78,0.73,0.24,170.18,30.9,17.3,23.3,40.6,39.47,84.13,-157.94,-115.27,415.18,408.6,701.18,712.78,20.91,44.57,291.81,913.27,343.6,299.48,15.07,5765.0,45.21,2020-09-14,00,2020-09-14 00:00:00,2020,9,14,0,0,0,1
WIII,96749,200915/0000,-6.11,106.65,8,1.4,-0.43,-1.26,201.61,25.8,19.4,22.5,41.9,98.73,221.75,-61.71,-41.21,408.04,351.96,779.64,794.49,191.94,431.13,292.63,921.9,345.58,299.52,15.75,5767.0,45.1,2020-09-15,00,2020-09-15 00:00:00,2020,9,15,0,0,1,1
WIII,96749,200916/0000,-6.11,106.65,8,4.78,3.28,2.61,176.81,22.1,16.1,20.7,36.8,0.0,0.0,0.0,-157.93,,625.38,,628.03,0.0,0.0,290.58,907.41,339.72,298.78,14.04,5767.0,33.44,2020-09-16,00,2020-09-16 00:00:00,2020,9,16,0,0,0,0
WIII,96749,200917/0000,-6.11,106.65,8,4.03,3.22,2.61,160.58,-2.3,16.9,21.9,38.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,288.69,882.58,336.55,299.2,12.77,5768.0,28.46,2020-09-17,00,2020-09-17 00:00:00,2020,9,17,0,0,0,0
WIII,96749,200918/0000,-6.11,106.65,8,9.61,1.11,0.35,117.22,14.7,9.1,22.1,31.2,74.35,141.06,-126.21,-45.03,373.33,372.65,676.97,780.47,4.16,7.9,293.03,931.22,345.75,299.07,15.99,5777.0,36.53,2020-09-18,00,2020-09-18 00:00:00,2020,9,18,0,0,0,0
WIII,96749,200919/0000,-6.11,106.65,8,2.48,-0.33,-0.78,243.78,27.8,18.2,21.9,40.1,325.68,407.61,-70.89,-47.17,,,819.57,841.87,19.18,24.0,293.03,920.61,347.46,300.05,16.18,5786.0,49.03,2020-09-19,00,2020-09-19 00:00:00,2020,9,19,0,0,0,0
WIII,96749,200920/0000,-6.11,106.65,8,-0.08,-2.15,-2.4,255.38,35.8,20.6,23.9,44.5,291.35,366.14,-66.19,-51.66,298.72,296.76,802.01,823.2,15.91,19.99,292.83,912.09,348.05,300.65,16.11,5781.0,57.72,2020-09-20,00,2020-09-20 00:00:00,2020,9,20,0,1,1,1
WIII,96749,200921/0000,-6.11,106.65,8,3.75,0.74,0.35,193.79,30.3,16.3,23.3,39.6,4.0,10.87,-209.8,-147.97,474.91,466.61,685.58,693.06,0.19,0.52,291.36,905.63,343.05,299.75,14.81,5783.0,46.47,2020-09-21,00,2020-09-21 00:00:00,2020,9,21,0,0,0,0
WIII,96749,200922/0000,-6.11,106.65,8,1.09,-0.8,-1.17,188.41,34.5,19.7,22.9,42.6,185.99,237.05,-97.43,-72.51,346.83,346.12,745.64,758.13,30.52,38.9,292.88,928.76,345.51,299.15,15.86,5773.0,55.9,2020-09-22,00,2020-09-22 00:00:00,2020,9,22,0,0,0,1
WIII,96749,200923/0000,-6.11,106.65,8,0.12,-1.56,-2.0,177.59,33.7,18.9,26.9,45.8,177.6,262.85,-260.74,-210.74,283.76,282.37,668.99,688.53,20.88,30.91,292.43,914.63,345.91,300.0,15.68,5783.0,48.71,2020-09-23,00,2020-09-23 00:00:00,2020,9,23,0,0,0,1
WIII,96749,200924/0000,-6.11,106.65,8,0.12,-1.27,-1.88,206.18,31.5,20.3,23.9,44.2,240.9,374.22,-120.2,-86.37,355.94,353.82,724.18,740.95,8.01,12.44,292.33,910.41,346.19,300.29,15.65,5770.0,45.0,2020-09-24,00,2020-09-24 00:00:00,2020,9,24,0,0,0,0
WIII,96749,200925/0000,-6.11,106.65,8,1.89,-0.59,-1.12,207.79,25.8,18.4,22.9,41.3,545.4,701.65,-68.95,-51.47,217.98,217.58,798.7,820.81,20.61,26.52,292.83,914.56,347.6,300.41,16.07,5773.0,45.84,2020-09-25,00,2020-09-25 00:00:00,2020,9,25,0,0,0,0
WIII,96749,200926/0000,-6.11,106.65,8,0.81,-1.28,-2.19,210.81,23.9,19.5,23.5,43.0,454.53,622.28,-74.4,-49.96,176.47,175.9,764.94,801.22,20.81,28.49,293.31,925.7,347.85,299.87,16.37,5767.0,45.3,2020-09-26,00,2020-09-26 00:00:00,2020,9,26,0,0,0,1
WIII,96749,200927/0000,-6.11,106.65,8,1.49,-0.43,-0.92,218.19,28.8,19.2,22.7,41.9,189.09,305.57,-69.54,-54.23,269.25,266.8,784.56,808.82,12.02,19.42,292.58,920.63,345.56,299.59,15.7,5771.0,49.43,2020-09-27,00,2020-09-27 00:00:00,2020,9,27,0,0,0,1
WIII,96749,200928/0000,-6.11,106.65,8,1.78,0.29,0.01,185.21,30.9,18.3,24.3,42.6,6.45,13.18,-280.39,-168.27,404.72,403.91,465.67,670.83,1.22,2.49,290.6,892.56,342.15,300.21,14.3,5774.0,48.66,2020-09-28,00,2020-09-28 00:00:00,2020,9,28,0,0,0,1
WIII,96749,200929/0000,-6.11,106.65,8,2.66,1.35,0.74,206.21,26.7,17.9,22.1,40.0,8.25,32.74,-150.1,-104.51,649.08,439.96,692.62,724.89,0.27,1.05,291.6,911.73,343.03,299.43,14.9,5776.0,43.8,2020-09-29,00,2020-09-29 00:00:00,2020,9,29,0,0,0,0
WIII,96749,200930/0000,-6.11,106.65,8,2.0,0.42,-0.08,226.21,22.1,18.9,21.5,40.4,5.77,32.81,-174.03,-54.08,242.9,242.14,471.53,777.36,0.16,0.94,292.01,907.1,345.44,300.28,15.38,5786.0,45.81,2020-09-30,00,2020-09-30 00:00:00,2020,9,30,0,0,0,1
WIII,96749,201001/0000,-6.11,106.65,8,-0.47,-2.48,-3.13,236.02,34.1,20.9,24.1,45.0,449.19,570.42,-59.81,-46.26,199.06,198.95,823.41,834.73,34.71,44.08,293.29,918.45,348.96,300.52,16.48,5778.0,54.0,2020-10-01,00,2020-10-01 00:00:00,2020,10,1,0,0,0,0
WIII,96749,201002/0000,-6.11,106.65,8,2.92,-1.3,-1.95,190.0,31.6,16.9,23.9,40.8,299.28,443.09,-91.63,-60.45,221.42,220.85,766.99,795.57,46.79,69.28,293.5,926.79,348.45,299.96,16.53,5781.0,49.1,2020-10-02,00,2020-10-02 00:00:00,2020,10,2,0,0,1,1
WIII,96749,201003/0000,-6.11,106.65,8,-0.36,-2.13,-2.34,216.39,37.6,21.0,23.1,44.1,693.92,766.81,-27.24,-19.95,185.83,185.55,842.78,851.37,257.37,284.4,294.4,943.39,349.68,299.36,17.19,5758.0,62.99,2020-10-03,00,2020-10-03 00:00:00,2020,10,3,0,1,1,1
WIII,96749,201004/0000,-6.11,106.65,8,4.07,1.52,0.66,201.21,20.7,16.1,21.1,37.2,209.73,344.12,-94.66,-57.48,223.92,223.59,758.17,789.7,65.74,107.87,292.88,917.6,347.32,300.18,16.08,5781.0,43.04,2020-10-04,00,2020-10-04 00:00:00,2020,10,4,0,0,0,0
WIII,96749,201005/0000,-6.11,106.65,8,5.86,2.71,1.94,166.6,31.2,13.9,21.9,35.8,16.06,23.34,-181.4,-137.1,665.79,664.61,724.44,735.66,2.05,2.98,290.82,895.02,342.61,300.2,14.45,5788.0,42.15,2020-10-05,00,2020-10-05 00:00:00,2020,10,5,0,0,0,0
WIII,96749,201006/0000,-6.11,106.65,8,2.34,2.28,1.58,171.59,12.2,18.0,22.9,40.9,0.0,0.0,0.0,0.0,,,,,0.0,0.0,290.18,897.38,339.74,299.31,13.82,5770.0,39.43,2020-10-06,00,2020-10-06 00:00:00,2020,10,6,0,0,0,0
WIII,96749,201007/0000,-6.11,106.65,8,3.87,2.81,2.07,189.38,21.4,16.8,20.7,37.5,0.0,0.0,0.0,-185.86,,617.18,,620.79,0.0,0.0,291.09,903.22,342.36,299.7,14.56,5785.0,40.76,2020-10-07,00,2020-10-07 00:00:00,2020,10,7,0,0,0,0
WIII,96749,201008/0000,-6.11,106.65,8,2.71,2.08,1.29,197.19,27.5,18.1,20.9,39.0,4.87,27.46,-80.83,-75.27,654.54,642.72,787.99,791.5,2.21,12.47,290.96,894.68,343.21,300.38,14.58,5778.0,47.03,2020-10-08,00,2020-10-08 00:00:00,2020,10,8,0,0,0,0
WIII,96749,201009/0000,-6.11,106.65,8,2.13,1.45,0.71,223.78,35.7,18.6,20.3,38.9,120.07,168.89,-66.37,-58.95,506.05,401.17,817.91,826.79,7.83,11.02,292.82,918.26,346.98,300.06,16.0,5770.0,55.48,2020-10-09,00,2020-10-09 00:00:00,2020,10,9,0,0,1,1
WIII,96749,201010/0000,-6.11,106.65,8,2.98,-0.44,-0.93,186.2,30.7,17.1,23.1,40.2,130.44,203.77,-91.4,-59.82,392.65,390.81,759.42,791.41,10.5,16.4,293.03,922.06,347.22,299.91,16.16,5775.0,53.54,2020-10-10,00,2020-10-10 00:00:00,2020,10,10,0,0,0,1
WIII,96749,201011/0000,-6.11,106.65,8,1.22,-0.13,-0.31,215.41,33.5,19.2,22.7,41.9,98.15,156.96,-99.84,-85.72,431.74,424.89,798.23,809.48,2.29,3.65,292.55,915.05,346.37,300.09,15.77,5778.0,56.04,2020-10-11,00,2020-10-11 00:00:00,2020,10,11,0,0,0,1
WIII,96749,201012/0000,-6.11,106.65,8,1.78,-0.64,-1.39,223.6,31.1,18.3,23.3,41.6,145.42,262.45,-96.12,-69.19,235.48,233.74,777.35,812.36,6.05,10.92,292.72,911.02,347.74,300.63,16.03,5777.0,48.72,2020-10-12,00,2020-10-12 00:00:00,2020,10,12,0,0,0,0
WIII,96749,201013/0000,-6.11,106.65,8,1.69,0.09,-0.66,200.01,24.1,18.5,23.1,41.6,12.64,65.83,-236.93,-151.02,397.71,388.1,575.17,605.39,0.68,3.57,292.07,906.47,345.77,300.39,15.44,5794.0,44.41,2020-10-13,00,2020-10-13 00:00:00,2020,10,13,0,0,0,0
WIII,96749,201014/0000,-6.11,106.65,8,0.74,-1.03,-1.88,233.2,25.0,19.6,22.9,42.5,276.37,469.28,-71.6,-54.9,234.81,234.54,802.24,822.24,9.37,15.9,293.68,929.29,348.84,299.92,16.7,5791.0,42.44,2020-10-14,00,2020-10-14 00:00:00,2020,10,14,0,0,0,0
WIII,96749,201015/0000,-6.11,106.65,8,1.73,-0.04,-0.43,208.41,26.0,18.6,22.3,40.9,156.79,275.69,-104.17,-73.72,276.43,274.58,782.67,803.03,15.8,27.78,292.86,914.77,347.73,300.43,16.15,5776.0,46.85,2020-10-15,00,2020-10-15 00:00:00,2020,10,15,0,0,0,0
WIII,96749,201015/1200,-6.11,106.65,8,7.24,-0.58,-0.81,109.22,13.5,10.9,24.9,35.8,19.83,47.6,-149.48,-108.83,491.18,488.6,724.22,742.36,0.62,1.48,290.88,879.35,345.42,301.78,14.77,5794.0,47.4,2020-10-15,12,2020-10-15 12:00:00,2020,10,15,12,0,0,0
WIII,96749,201016/0000,-6.11,106.65,8,1.38,-2.79,-3.05,179.19,23.3,18.7,24.7,43.4,561.17,698.79,-82.56,-58.53,198.29,197.99,808.32,840.84,1439.83,1792.94,293.13,912.5,349.26,300.92,16.43,5764.0,49.98,2020-10-16,00,2020-10-16 00:00:00,2020,10,16,0,0,0,1
WIII,96749,201016/1200,-6.11,106.65,8,-0.92,-4.51,-4.93,223.19,39.0,21.1,23.3,44.4,2450.42,2597.19,-12.36,-13.06,116.1,116.07,890.2,897.29,23146.42,24532.79,297.54,974.12,359.23,299.8,20.26,5788.0,69.07,2020-10-16,12,2020-10-16 12:00:00,2020,10,16,12,1,1,1
WIII,96749,201017/0000,-6.11,106.65,8,1.84,-1.34,-1.53,152.38,24.1,17.9,24.9,42.8,143.97,199.71,-179.7,-112.36,320.64,315.82,684.39,720.87,34.34,47.64,292.58,915.76,346.39,300.05,15.8,5786.0,48.55,2020-10-17,00,2020-10-17 00:00:00,2020,10,17,0,0,0,1
WIII,96749,201017/1200,-6.11,106.65,8,1.5,-1.37,-1.66,186.18,34.3,18.8,23.1,41.9,266.41,366.41,-53.22,-33.52,242.26,241.55,810.3,841.3,59.6,81.98,291.83,880.26,349.18,302.68,15.69,5784.0,54.5,2020-10-17,12,2020-10-17 12:00:00,2020,10,17,12,1,1,1
WIII,96749,201018/0000,-6.11,106.65,8,4.28,-1.38,-1.78,146.41,27.9,15.7,23.7,39.4,167.37,274.59,-88.42,-47.21,275.18,269.6,776.17,818.78,89.91,147.5,292.69,914.68,347.03,300.26,15.94,5774.0,47.28,2020-10-18,00,2020-10-18 00:00:00,2020,10,18,0,0,1,1
WIII,96749,201018/1200,-6.11,106.65,8,3.31,0.62,0.11,207.59,28.4,17.0,21.1,38.1,147.2,254.81,-34.27,-14.34,258.52,257.85,711.87,834.33,37.71,65.27,292.13,887.54,349.21,302.27,15.85,5783.0,51.75,2020-10-18,12,2020-10-18 12:00:00,2020,10,18,12,0,0,0
WIII,96749,201019/0000,-6.11,106.65,8,1.57,-1.19,-1.53,188.39,30.8,19.0,23.1,42.1,122.43,174.93,-80.64,-41.55,336.0,335.3,699.07,794.18,31.35,44.8,293.0,922.28,347.08,299.88,16.1,5778.0,53.1,2020-10-19,00,2020-10-19 00:00:00,2020,10,19,0,0,0,1
WIII,96749,201019/1200,-6.11,106.65,8,2.22,1.21,0.81,195.61,33.2,17.8,22.5,40.3,5.88,22.45,-158.26,-116.34,553.63,544.4,621.19,721.2,0.56,2.13,291.61,896.92,345.45,300.83,15.16,5791.0,54.02,2020-10-19,12,2020-10-19 12:00:00,2020,10,19,12,0,0,0
WIII,96749,201020/0000,-6.11,106.65,8,1.77,0.4,0.15,186.39,28.8,18.6,23.1,41.7,0.8,11.7,-206.13,-148.76,548.31,516.55,578.56,627.1,0.26,3.78,291.79,910.84,343.93,299.7,15.1,5781.0,51.44,2020-10-20,00,2020-10-20 00:00:00,2020,10,20,0,0,0,1
WIII,96749,201020/1200,-6.11,106.65,8,1.58,-2.32,-2.67,176.2,33.5,18.1,24.1,42.2,703.62,804.38,-64.04,-37.92,176.06,173.53,813.26,830.14,191.94,219.42,294.63,932.53,352.5,300.58,17.65,5788.0,59.45,2020-10-20,12,2020-10-20 12:00:00,2020,10,20,12,1,1,1
WIII,96749,201021/0000,-6.11,106.65,8,0.42,-0.42,-0.66,192.97,33.2,20.4,22.3,42.7,90.72,115.1,-122.95,-63.27,335.32,334.73,530.43,766.86,22.9,29.05,292.43,913.77,346.06,300.08,15.69,5777.0,57.49,2020-10-21,00,2020-10-21 00:00:00,2020,10,21,0,0,1,1
WIII,96749,201021/1200,-6.11,106.65,8,1.33,-1.67,-1.98,182.01,32.1,18.1,25.1,43.2,175.49,229.56,-197.31,-146.36,358.84,354.01,683.88,694.79,21.62,28.27,293.53,924.69,348.93,300.19,16.6,5804.0,55.78,2020-10-21,12,2020-10-21 12:00:00,2020,10,21,12,1,1,1
WIII,96749,201022/0000,-6.11,106.65,8,0.82,0.18,0.02,219.2,35.9,19.7,23.1,42.8,71.98,91.5,-101.92,-86.57,523.02,521.52,733.64,740.62,209.36,266.13,291.02,891.56,343.97,300.74,14.71,5766.0,56.3,2020-10-22,00,2020-10-22 00:00:00,2020,10,22,0,0,0,0
WIII,96749,201022/1200,-6.11,106.65,8,2.01,-1.71,-2.16,212.59,36.0,17.5,24.5,42.0,404.82,505.39,-108.98,-79.22,199.55,198.94,768.33,786.36,59.57,74.37,293.16,907.87,350.14,301.38,16.53,5788.0,56.67,2020-10-22,12,2020-10-22 12:00:00,2020,10,22,12,0,0,0
WIII,96749,201023/0000,-6.11,106.65,8,1.76,-2.11,-2.4,192.8,36.4,17.9,24.9,42.8,529.13,618.56,-123.34,-88.61,190.89,190.41,764.7,777.01,32.32,37.78,293.1,913.07,349.04,300.84,16.39,5773.0,55.25,2020-10-23,00,2020-10-23 00:00:00,2020,10,23,0,0,0,0
WIII,96749,201023/1200,-6.11,106.65,8,-0.63,-1.54,-1.85,208.58,37.0,20.3,25.3,45.6,138.7,202.87,-192.61,-159.22,306.04,304.43,697.49,712.9,24.57,35.93,291.65,886.05,347.46,301.93,15.39,5800.0,54.81,2020-10-23,12,2020-10-23 12:00:00,2020,10,23,12,0,0,0
WIII,96749,201024/0000,-6.11,106.65,8,-0.94,-1.39,-1.66,214.98,35.0,21.3,23.7,45.0,265.24,364.52,-101.27,-74.73,243.81,243.23,660.43,725.15,18.21,25.02,293.21,924.47,347.62,299.88,16.28,5792.0,54.71,2020-10-24,00,2020-10-24 00:00:00,2020,10,24,0,0,0,1
WIII,96749,201024/1200,-6.11,106.65,8,-2.07,-2.95,-3.46,228.2,38.5,22.5,23.1,45.6,1125.64,1280.38,-19.73,-16.43,,135.23,882.66,887.17,67.1,76.32,294.55,926.49,353.17,301.07,17.68,5791.0,59.15,2020-10-24,12,2020-10-24 12:00:00,2020,10,24,12,1,1,1
WIII,96749,201025/0000,-6.11,106.65,8,1.13,-1.18,-1.79,191.0,34.6,19.0,23.3,42.3,476.19,612.96,-93.38,-66.84,204.19,203.76,767.7,790.35,83.17,107.06,293.85,931.19,349.25,299.91,16.83,5790.0,52.01,2020-10-25,00,2020-10-25 00:00:00,2020,10,25,0,0,0,1
WIII,96749,201025/1200,-6.11,106.65,8,-0.35,-1.73,-2.17,201.21,34.4,20.7,23.5,44.2,264.17,364.23,-117.01,-81.02,225.63,224.21,627.73,758.24,27.03,37.27,293.25,916.65,349.09,300.65,16.47,5792.0,55.16,2020-10-25,12,2020-10-25 12:00:00,2020,10,25,12,0,0,0
WIII,96749,201026/0000,-6.11,106.65,8,-1.43,-2.44,-2.95,201.8,36.6,21.5,25.1,46.6,457.25,558.57,-102.5,-85.2,220.5,220.12,710.27,776.39,390.21,476.67,293.6,930.33,348.31,299.74,16.59,5777.0,55.72,2020-10-26,00,2020-10-26 00:00:00,2020,10,26,0,0,0,1
WIII,96749,201026/1200,-6.11,106.65,8,0.35,-1.55,-1.76,207.61,35.9,19.7,23.9,43.6,378.61,466.35,-90.21,-71.1,228.04,227.95,799.2,813.55,41.71,51.37,294.54,950.12,349.19,298.9,17.22,5773.0,58.32,2020-10-26,12,2020-10-26 12:00:00,2020,10,26,12,0,0,0
WIII,96749,201027/0000,-6.11,106.65,8,-1.26,-0.92,-1.2,214.39,39.6,21.8,24.1,45.9,147.97,199.24,-139.73,-125.46,390.78,390.11,747.64,754.05,11.28,15.2,291.87,910.98,344.23,299.77,15.19,5768.0,56.03,2020-10-27,00,2020-10-27 00:00:00,2020,10,27,0,0,0,1
WIII,96749,201027/1200,-6.11,106.65,8,-0.76,-3.31,-3.65,205.38,33.8,20.8,25.1,45.9,873.68,959.8,-91.56,-58.37,160.99,160.91,719.79,783.06,627.89,689.78,294.63,943.05,350.75,299.64,17.48,5782.0,58.47,2020-10-27,12,2020-10-27 12:00:00,2020,10,27,12,0,0,0
WIII,96749,201028/0000,-6.11,106.65,8,1.62,-0.63,-1.18,208.41,27.8,19.0,22.1,41.1,401.92,518.74,-50.6,-31.61,196.26,195.58,784.56,866.33,1377.48,1777.87,293.61,930.82,348.29,299.71,16.6,5772.0,53.63,2020-10-28,00,2020-10-28 00:00:00,2020,10,28,0,0,0,0
WIII,96749,201028/1200,-6.11,106.65,8,-1.45,-2.72,-3.28,222.98,33.2,21.8,22.7,44.5,1385.61,1549.71,-19.19,-9.01,137.27,137.16,856.63,863.29,125.68,140.56,294.28,913.06,354.26,302.04,17.63,5795.0,57.69,2020-10-28,12,2020-10-28 12:00:00,2020,10,28,12,1,1,1
WIII,96749,201029/0000,-6.11,106.65,8,-0.5,-3.46,-3.87,208.02,34.7,20.5,25.5,46.0,803.17,929.83,-100.16,-59.77,142.53,142.19,754.91,795.43,343.07,397.17,293.69,922.5,350.02,300.56,16.84,5778.0,51.49,2020-10-29,00,2020-10-29 00:00:00,2020,10,29,0,0,0,0
WIII,96749,201030/0000,-6.11,106.65,8,3.26,-1.77,-2.19,201.79,30.4,16.9,22.9,39.8,653.02,789.86,-36.52,-21.79,163.28,162.47,815.61,869.76,48.15,58.24,294.28,932.65,350.92,300.22,17.26,5787.0,55.58,2020-10-30,00,2020-10-30 00:00:00,2020,10,30,0,1,1,1
WIII,96749,201030/1200,-6.11,106.65,8,0.73,-1.11,-1.4,234.59,32.5,20.1,21.7,41.8,340.2,420.14,-5.05,-4.4,250.18,247.1,901.15,904.67,408.59,504.59,293.32,915.56,349.58,300.82,16.55,5802.0,58.86,2020-10-30,12,2020-10-30 12:00:00,2020,10,30,12,0,0,0
WIII,96749,201031/0000,-6.11,106.65,8,1.69,0.2,0.06,182.98,33.4,18.7,22.9,41.6,10.04,45.12,-95.47,-80.92,382.5,352.79,726.05,763.35,2.89,12.99,292.15,913.36,344.97,299.83,15.42,5788.0,55.88,2020-10-31,00,2020-10-31 00:00:00,2020,10,31,0,0,0,1
WIII,96749,201031/1200,-6.11,106.65,8,-0.84,-2.25,-2.58,230.8,35.7,21.1,24.3,45.4,286.71,350.96,-98.96,-72.68,281.43,279.51,741.48,763.71,15.05,18.42,293.65,928.33,348.88,299.98,16.71,5785.0,59.21,2020-10-31,12,2020-10-31 12:00:00,2020,10,31,12,1,1,1
WIII,96749,201101/1200,-6.11,106.65,8,1.66,-1.15,-1.69,211.41,36.1,17.7,24.7,42.4,369.0,448.2,-123.21,-93.27,216.61,216.19,764.78,777.25,194.82,236.64,294.11,938.54,349.17,299.5,16.96,5789.0,57.44,2020-11-01,12,2020-11-01 12:00:00,2020,11,1,12,0,0,0
WIII,96749,201102/0000,-6.11,106.65,8,0.73,0.35,-0.22,247.79,36.1,20.0,21.7,41.7,97.27,142.59,-75.6,-64.52,279.54,278.76,748.02,769.76,126.4,185.3,293.1,930.28,346.17,299.24,16.07,5771.0,56.83,2020-11-02,00,2020-11-02 00:00:00,2020,11,2,0,0,0,0
WIII,96749,201102/1200,-6.11,106.65,8,0.66,-1.06,-1.6,205.8,37.0,19.2,23.7,42.9,317.27,428.9,-137.11,-107.59,255.92,255.55,731.85,749.42,91.62,123.85,293.62,924.02,349.46,300.34,16.71,5801.0,55.25,2020-11-02,12,2020-11-02 12:00:00,2020,11,2,12,0,0,0
WIII,96749,201103/0000,-6.11,106.65,8,2.54,0.33,-0.41,184.58,31.2,18.0,22.5,40.5,22.48,76.42,-124.56,-77.1,347.22,345.02,670.64,790.17,11.13,37.84,292.04,912.64,344.63,299.78,15.33,5784.0,46.4,2020-11-03,00,2020-11-03 00:00:00,2020,11,3,0,0,0,0
WIII,96749,201103/1200,-6.11,106.65,8,0.14,-2.13,-2.73,214.98,31.4,20.4,22.9,43.3,447.7,593.92,-24.18,-14.34,190.93,189.97,833.08,861.95,33.94,45.03,293.23,905.97,350.78,301.63,16.64,5789.0,52.06,2020-11-03,12,2020-11-03 12:00:00,2020,11,3,12,0,0,0
WIII,96749,201104/0000,-6.11,106.65,8,-0.56,-0.31,-0.64,219.21,25.1,21.1,23.5,44.6,23.03,55.74,-186.9,-120.23,437.95,432.8,609.86,730.75,2.44,5.89,292.09,916.47,344.22,299.47,15.34,5779.0,51.31,2020-11-04,00,2020-11-04 00:00:00,2020,11,4,0,0,0,1
WIII,96749,201104/1200,-6.11,106.65,8,-1.36,-2.78,-3.11,237.0,36.3,21.9,22.9,44.8,1073.71,1204.98,-24.86,-19.66,133.37,133.36,856.76,862.96,90.66,101.74,293.27,896.44,352.63,302.59,16.86,5797.0,59.4,2020-11-04,12,2020-11-04 12:00:00,2020,11,4,12,1,1,1
WIII,96749,201105/0000,-6.11,106.65,8,,,,,,,,,161.74,190.39,-46.3,-42.81,,,839.84,848.54,,,292.23,912.77,345.42,299.97,15.5,,54.51,2020-11-05,00,2020-11-05 00:00:00,2020,11,5,0,1,1,1
WIII,96749,201105/1200,-6.11,106.65,8,0.45,-2.27,-2.59,244.22,33.9,19.3,24.3,43.6,818.92,920.54,-97.67,-73.72,137.63,136.87,796.47,814.13,25.52,28.68,293.61,910.03,351.76,301.64,17.01,5797.0,58.68,2020-11-05,12,2020-11-05 12:00:00,2020,11,5,12,0,0,0
WIII,96749,201106/0000,-6.11,106.65,8,1.71,-1.41,-1.8,235.79,32.1,19.2,21.5,40.7,430.7,548.55,-28.78,-17.37,,,866.87,881.82,10.07,12.83,294.65,945.35,350.45,299.44,17.46,5778.0,55.94,2020-11-06,00,2020-11-06 00:00:00,2020,11,6,0,1,1,1
WIII,96749,201106/1200,-6.11,106.65,8,3.09,-2.79,-3.19,221.59,31.2,16.3,24.3,40.6,1268.69,1406.74,-48.45,-25.61,120.65,120.59,817.97,842.14,30.98,34.35,295.57,949.77,353.89,299.96,18.36,5789.0,58.0,2020-11-06,12,2020-11-06 12:00:00,2020,11,6,12,0,0,0
